Joint1(deg),Joint2(deg),Joint3(deg),Joint4(deg),Joint5(deg),Joint6(deg)
-5.15,64.02,-39.89,-26.48,-74.34,4.96
-4.60,63.63,-39.97,-26.51,-74.87,4.94
-4.60,63.63,-39.97,-26.51,-74.87,4.94
-4.60,63.63,-39.97,-26.51,-74.87,4.94
-4.60,63.63,-39.97,-26.51,-74.87,4.94
-4.09,63.25,-40.05,-26.55,-75.37,4.92
-4.09,63.25,-40.05,-26.55,-75.37,4.92
-4.09,63.25,-40.05,-26.55,-75.37,4.92
-4.09,63.25,-40.05,-26.55,-75.37,4.92
-3.71,62.98,-40.12,-26.58,-75.74,4.90
-3.71,62.98,-40.12,-26.58,-75.74,4.90
-3.71,62.98,-40.12,-26.58,-75.74,4.90
-3.71,62.98,-40.12,-26.58,-75.74,4.90
-3.54,62.87,-40.16,-26.60,-75.91,4.89
-3.54,62.87,-40.16,-26.60,-75.91,4.89
-3.54,62.87,-40.16,-26.60,-75.91,4.89
-3.54,62.87,-40.16,-26.60,-75.91,4.89
-3.50,62.93,-40.08,-26.59,-75.92,4.91
-3.50,62.93,-40.08,-26.59,-75.92,4.91
-3.50,62.93,-40.08,-26.59,-75.92,4.91
-3.50,62.93,-40.08,-26.59,-75.92,4.91
-3.07,62.73,-40.08,-26.61,-76.33,4.90
-3.07,62.73,-40.08,-26.61,-76.33,4.90
-3.07,62.73,-40.08,-26.61,-76.33,4.90
-3.07,62.73,-40.08,-26.61,-76.33,4.90
-2.55,62.45,-40.13,-26.64,-76.82,4.88
-2.55,62.45,-40.13,-26.64,-76.82,4.88
-2.55,62.45,-40.13,-26.64,-76.82,4.88
-2.55,62.45,-40.13,-26.64,-76.82,4.88
-2.04,62.16,-40.19,-26.67,-77.31,4.85
-2.04,62.16,-40.19,-26.67,-77.31,4.85
-2.04,62.16,-40.19,-26.67,-77.31,4.85
-2.04,62.16,-40.19,-26.67,-77.31,4.85
-1.64,61.94,-40.25,-26.70,-77.68,4.83
-1.64,61.94,-40.25,-26.70,-77.68,4.83
-1.64,61.94,-40.25,-26.70,-77.68,4.83
-1.64,61.94,-40.25,-26.70,-77.68,4.83
-1.42,61.83,-40.28,-26.72,-77.90,4.82
-1.42,61.83,-40.28,-26.72,-77.90,4.82
-1.42,61.83,-40.28,-26.72,-77.90,4.82
-1.42,61.83,-40.28,-26.72,-77.90,4.82
-1.57,61.94,-40.22,-26.70,-77.75,4.83
-1.57,61.94,-40.22,-26.70,-77.75,4.83
-1.57,61.94,-40.22,-26.70,-77.75,4.83
-1.57,61.94,-40.22,-26.70,-77.75,4.83
-1.22,61.77,-40.23,-26.71,-78.05,4.83
-1.22,61.77,-40.23,-26.71,-78.05,4.83
-1.22,61.77,-40.23,-26.71,-78.05,4.83
-1.22,61.77,-40.23,-26.71,-78.05,4.83
-1.22,61.77,-40.23,-26.71,-78.05,4.83
-0.75,61.45,-40.32,-26.74,-78.48,4.81
-0.75,61.45,-40.32,-26.74,-78.48,4.81
-0.75,61.45,-40.32,-26.74,-78.48,4.81
-0.75,61.45,-40.32,-26.74,-78.48,4.81
-0.22,61.08,-40.46,-26.77,-78.95,4.78
-0.22,61.08,-40.46,-26.77,-78.95,4.78
-0.22,61.08,-40.46,-26.77,-78.95,4.78
-0.22,61.08,-40.46,-26.77,-78.95,4.78
0.27,60.72,-40.59,-26.81,-79.38,4.75
0.27,60.72,-40.59,-26.81,-79.38,4.75
0.27,60.72,-40.59,-26.81,-79.38,4.75
0.27,60.72,-40.59,-26.81,-79.38,4.75
0.62,60.48,-40.69,-26.83,-79.71,4.73
0.62,60.48,-40.69,-26.83,-79.71,4.73
0.62,60.48,-40.69,-26.83,-79.71,4.73
0.62,60.48,-40.69,-26.83,-79.71,4.73
0.27,60.73,-40.59,-26.81,-79.39,4.75
0.27,60.73,-40.59,-26.81,-79.39,4.75
0.27,60.73,-40.59,-26.81,-79.39,4.75
0.27,60.73,-40.59,-26.81,-79.39,4.75
0.53,60.68,-40.55,-26.80,-79.63,4.75
0.53,60.68,-40.55,-26.80,-79.63,4.75
0.53,60.68,-40.55,-26.80,-79.63,4.75
0.53,60.68,-40.55,-26.80,-79.63,4.75
0.96,60.48,-40.59,-26.82,-80.01,4.73
0.96,60.48,-40.59,-26.82,-80.01,4.73
0.96,60.48,-40.59,-26.82,-80.01,4.73
0.96,60.48,-40.59,-26.82,-80.01,4.73
1.47,60.20,-40.69,-26.85,-80.46,4.70
1.47,60.20,-40.69,-26.85,-80.46,4.70
1.47,60.20,-40.69,-26.85,-80.46,4.70
1.47,60.20,-40.69,-26.85,-80.46,4.70
1.96,59.91,-40.81,-26.88,-80.90,4.67
1.96,59.91,-40.81,-26.88,-80.90,4.67
1.96,59.91,-40.81,-26.88,-80.90,4.67
1.96,59.91,-40.81,-26.88,-80.90,4.67
2.36,59.69,-40.91,-26.91,-81.27,4.65
2.36,59.69,-40.91,-26.91,-81.27,4.65
2.36,59.69,-40.91,-26.91,-81.27,4.65
2.36,59.69,-40.91,-26.91,-81.27,4.65
2.36,59.68,-40.92,-26.91,-81.27,4.64
2.36,59.68,-40.92,-26.91,-81.27,4.64
2.36,59.68,-40.92,-26.91,-81.27,4.64
2.36,59.68,-40.92,-26.91,-81.27,4.64
2.58,59.71,-40.83,-26.89,-81.49,4.64
2.58,59.71,-40.83,-26.89,-81.49,4.64
2.58,59.71,-40.83,-26.89,-81.49,4.64
2.58,59.71,-40.83,-26.89,-81.49,4.64
2.94,59.63,-40.78,-26.87,-81.86,4.62
2.94,59.63,-40.78,-26.87,-81.86,4.62
2.94,59.63,-40.78,-26.87,-81.86,4.62
2.94,59.63,-40.78,-26.87,-81.86,4.62
3.36,59.50,-40.76,-26.85,-82.31,4.60
3.36,59.50,-40.76,-26.85,-82.31,4.60
3.36,59.50,-40.76,-26.85,-82.31,4.60
3.36,59.50,-40.76,-26.85,-82.31,4.60
3.77,59.37,-40.75,-26.84,-82.75,4.56
3.77,59.37,-40.75,-26.84,-82.75,4.56
3.77,59.37,-40.75,-26.84,-82.75,4.56
3.77,59.37,-40.75,-26.84,-82.75,4.56
4.11,59.27,-40.73,-26.82,-83.12,4.54
4.11,59.27,-40.73,-26.82,-83.12,4.54
4.11,59.27,-40.73,-26.82,-83.12,4.54
4.11,59.27,-40.73,-26.82,-83.12,4.54
4.29,59.23,-40.72,-26.81,-83.34,4.52
4.29,59.23,-40.72,-26.81,-83.34,4.52
4.29,59.23,-40.72,-26.81,-83.34,4.52
4.29,59.23,-40.72,-26.81,-83.34,4.52
4.28,59.28,-40.69,-26.81,-83.29,4.54
4.28,59.28,-40.69,-26.81,-83.29,4.54
4.28,59.28,-40.69,-26.81,-83.29,4.54
4.28,59.28,-40.69,-26.81,-83.29,4.54
4.66,59.14,-40.73,-26.82,-83.62,4.52
4.66,59.14,-40.73,-26.82,-83.62,4.52
4.66,59.14,-40.73,-26.82,-83.62,4.52
4.66,59.14,-40.73,-26.82,-83.62,4.52
5.14,58.90,-40.85,-26.84,-84.04,4.49
5.14,58.90,-40.85,-26.84,-84.04,4.49
5.14,58.90,-40.85,-26.84,-84.04,4.49
5.14,58.90,-40.85,-26.84,-84.04,4.49
5.62,58.62,-40.99,-26.87,-84.47,4.46
5.62,58.62,-40.99,-26.87,-84.47,4.46
5.62,58.62,-40.99,-26.87,-84.47,4.46
5.62,58.62,-40.99,-26.87,-84.47,4.46
6.03,58.39,-41.13,-26.89,-84.83,4.43
6.03,58.39,-41.13,-26.89,-84.83,4.43
6.03,58.39,-41.13,-26.89,-84.83,4.43
6.03,58.39,-41.13,-26.89,-84.83,4.43
6.03,58.39,-41.13,-26.89,-84.83,4.43
6.33,58.25,-41.22,-26.91,-85.10,4.41
6.33,58.25,-41.22,-26.91,-85.10,4.41
6.33,58.25,-41.22,-26.91,-85.10,4.41
6.09,58.42,-41.10,-26.89,-84.89,4.43
6.09,58.42,-41.10,-26.89,-84.89,4.43
6.09,58.42,-41.10,-26.89,-84.89,4.43
6.09,58.42,-41.10,-26.89,-84.89,4.43
6.40,58.37,-41.09,-26.88,-85.16,4.42
6.40,58.37,-41.09,-26.88,-85.16,4.42
6.40,58.37,-41.09,-26.88,-85.16,4.42
6.40,58.37,-41.09,-26.88,-85.16,4.42
6.85,58.19,-41.20,-26.89,-85.54,4.39
6.85,58.19,-41.20,-26.89,-85.54,4.39
6.85,58.19,-41.20,-26.89,-85.54,4.39
6.85,58.19,-41.20,-26.89,-85.54,4.39
7.36,57.93,-41.36,-26.91,-85.95,4.36
7.36,57.93,-41.36,-26.91,-85.95,4.36
7.36,57.93,-41.36,-26.91,-85.95,4.36
7.36,57.93,-41.36,-26.91,-85.95,4.36
7.83,57.68,-41.52,-26.93,-86.34,4.33
7.83,57.68,-41.52,-26.93,-86.34,4.33
7.83,57.68,-41.52,-26.93,-86.34,4.33
7.83,57.68,-41.52,-26.93,-86.34,4.33
8.18,57.51,-41.65,-26.95,-86.64,4.30
8.18,57.51,-41.65,-26.95,-86.64,4.30
8.18,57.51,-41.65,-26.95,-86.64,4.30
8.18,57.51,-41.65,-26.95,-86.64,4.30
7.85,57.70,-41.51,-26.93,-86.36,4.33
7.85,57.70,-41.51,-26.93,-86.36,4.33
7.85,57.70,-41.51,-26.93,-86.36,4.33
7.85,57.70,-41.51,-26.93,-86.36,4.33
8.09,57.74,-41.45,-26.91,-86.62,4.32
8.09,57.74,-41.45,-26.91,-86.62,4.32
8.09,57.74,-41.45,-26.91,-86.62,4.32
8.09,57.74,-41.45,-26.91,-86.62,4.32
8.46,57.66,-41.49,-26.91,-87.00,4.30
8.46,57.66,-41.49,-26.91,-87.00,4.30
8.46,57.66,-41.49,-26.91,-87.00,4.30
8.46,57.66,-41.49,-26.91,-87.00,4.30
8.46,57.66,-41.49,-26.91,-87.00,4.30
8.86,57.51,-41.59,-26.92,-87.42,4.27
8.86,57.51,-41.59,-26.92,-87.42,4.27
8.86,57.51,-41.59,-26.92,-87.42,4.27
8.86,57.51,-41.59,-26.92,-87.42,4.27
9.23,57.36,-41.70,-26.93,-87.80,4.24
9.23,57.36,-41.70,-26.93,-87.80,4.24
9.23,57.36,-41.70,-26.93,-87.80,4.24
9.23,57.36,-41.70,-26.93,-87.80,4.24
9.48,57.26,-41.77,-26.94,-88.06,4.22
9.48,57.26,-41.77,-26.94,-88.06,4.22
9.48,57.26,-41.77,-26.94,-88.06,4.22
9.48,57.26,-41.77,-26.94,-88.06,4.22
9.50,57.25,-41.79,-26.94,-88.08,4.22
9.50,57.25,-41.79,-26.94,-88.08,4.22
9.50,57.25,-41.79,-26.94,-88.08,4.22
9.50,57.25,-41.79,-26.94,-88.08,4.22
9.67,57.31,-41.71,-26.92,-88.26,4.21
9.67,57.31,-41.71,-26.92,-88.26,4.21
9.67,57.31,-41.71,-26.92,-88.26,4.21
9.67,57.31,-41.71,-26.92,-88.26,4.21
10.01,57.20,-41.78,-26.91,-88.60,4.19
10.01,57.20,-41.78,-26.91,-88.60,4.19
10.01,57.20,-41.78,-26.91,-88.60,4.19
10.01,57.20,-41.78,-26.91,-88.60,4.19
10.41,57.00,-41.91,-26.92,-89.00,4.16
10.41,57.00,-41.91,-26.92,-89.00,4.16
10.41,57.00,-41.91,-26.92,-89.00,4.16
10.41,57.00,-41.91,-26.92,-89.00,4.16
10.79,56.77,-42.07,-26.93,-89.37,4.14
10.79,56.77,-42.07,-26.93,-89.37,4.14
10.79,56.77,-42.07,-26.93,-89.37,4.14
10.79,56.77,-42.07,-26.93,-89.37,4.14
11.07,56.60,-42.20,-26.93,-89.65,4.11
11.07,56.60,-42.20,-26.93,-89.65,4.11
11.07,56.60,-42.20,-26.93,-89.65,4.11
11.07,56.60,-42.20,-26.93,-89.65,4.11
11.15,56.56,-42.24,-26.94,-89.73,4.11
11.15,56.56,-42.24,-26.94,-89.73,4.11
11.15,56.56,-42.24,-26.94,-89.73,4.11
11.15,56.56,-42.24,-26.94,-89.73,4.11
11.18,56.76,-42.09,-26.91,-89.78,4.11
11.18,56.76,-42.09,-26.91,-89.78,4.11
11.18,56.76,-42.09,-26.91,-89.78,4.11
11.18,56.76,-42.09,-26.91,-89.78,4.11
11.38,56.96,-41.99,-26.91,-89.99,4.10
11.38,56.96,-41.99,-26.91,-89.99,4.10
11.38,56.96,-41.99,-26.91,-89.99,4.10
11.38,56.96,-41.99,-26.91,-89.99,4.10
11.61,57.17,-41.92,-26.91,-90.25,4.09
11.61,57.17,-41.92,-26.91,-90.25,4.09
11.61,57.17,-41.92,-26.91,-90.25,4.09
11.61,57.17,-41.92,-26.91,-90.25,4.09
11.86,57.39,-41.88,-26.93,-90.53,4.07
11.86,57.39,-41.88,-26.93,-90.53,4.07
11.86,57.39,-41.88,-26.93,-90.53,4.07
11.86,57.39,-41.88,-26.93,-90.53,4.07
12.11,57.63,-41.85,-26.96,-90.82,4.04
12.11,57.63,-41.85,-26.96,-90.82,4.04
12.11,57.63,-41.85,-26.96,-90.82,4.04
12.11,57.63,-41.85,-26.96,-90.82,4.04
12.11,57.63,-41.85,-26.96,-90.82,4.04
12.36,57.87,-41.82,-26.98,-91.11,4.01
12.36,57.87,-41.82,-26.98,-91.11,4.01
12.36,57.87,-41.82,-26.98,-91.11,4.01
12.17,57.67,-41.81,-26.94,-90.88,4.04
12.17,57.67,-41.81,-26.94,-90.88,4.04
12.17,57.67,-41.81,-26.94,-90.88,4.04
12.17,57.67,-41.81,-26.94,-90.88,4.04
12.48,57.60,-41.84,-26.92,-91.13,4.03
12.48,57.60,-41.84,-26.92,-91.13,4.03
12.48,57.60,-41.84,-26.92,-91.13,4.03
12.48,57.60,-41.84,-26.92,-91.13,4.03
12.48,57.60,-41.84,-26.92,-91.13,4.03
12.92,57.36,-42.01,-26.92,-91.48,4.00
12.92,57.36,-42.01,-26.92,-91.48,4.00
12.92,57.36,-42.01,-26.92,-91.48,4.00
13.41,57.04,-42.25,-26.93,-91.85,3.97
13.41,57.04,-42.25,-26.93,-91.85,3.97
13.41,57.04,-42.25,-26.93,-91.85,3.97
13.41,57.04,-42.25,-26.93,-91.85,3.97
13.85,56.73,-42.49,-26.93,-92.19,3.94
13.85,56.73,-42.49,-26.93,-92.19,3.94
13.85,56.73,-42.49,-26.93,-92.19,3.94
13.85,56.73,-42.49,-26.93,-92.19,3.94
14.16,56.53,-42.66,-26.94,-92.44,3.92
14.16,56.53,-42.66,-26.94,-92.44,3.92
14.16,56.53,-42.66,-26.94,-92.44,3.92
14.16,56.53,-42.66,-26.94,-92.44,3.92
14.16,56.53,-42.66,-26.94,-92.44,3.92
13.87,56.76,-42.46,-26.93,-92.22,3.94
13.87,56.76,-42.46,-26.93,-92.22,3.94
13.87,56.76,-42.46,-26.93,-92.22,3.94
13.87,56.76,-42.46,-26.93,-92.22,3.94
14.17,56.81,-42.42,-26.90,-92.48,3.92
14.17,56.81,-42.42,-26.90,-92.48,3.92
14.17,56.81,-42.42,-26.90,-92.48,3.92
14.17,56.81,-42.42,-26.90,-92.48,3.92
14.63,56.70,-42.51,-26.89,-92.84,3.90
14.63,56.70,-42.51,-26.89,-92.84,3.90
14.63,56.70,-42.51,-26.89,-92.84,3.90
15.16,56.51,-42.68,-26.89,-93.23,3.86
15.16,56.51,-42.68,-26.89,-93.23,3.86
15.16,56.51,-42.68,-26.89,-93.23,3.86
15.16,56.51,-42.68,-26.89,-93.23,3.86
15.66,56.30,-42.87,-26.90,-93.59,3.83
15.66,56.30,-42.87,-26.90,-93.59,3.83
15.66,56.30,-42.87,-26.90,-93.59,3.83
15.66,56.30,-42.87,-26.90,-93.59,3.83
15.66,56.30,-42.87,-26.90,-93.59,3.83
16.04,56.14,-43.02,-26.91,-93.88,3.81
16.04,56.14,-43.02,-26.91,-93.88,3.81
16.04,56.14,-43.02,-26.91,-93.88,3.81
16.04,56.14,-43.02,-26.91,-93.88,3.81
16.04,56.15,-43.02,-26.91,-93.89,3.80
16.04,56.15,-43.02,-26.91,-93.89,3.80
16.04,56.15,-43.02,-26.91,-93.89,3.80
16.04,56.15,-43.02,-26.91,-93.89,3.80
16.37,56.42,-42.84,-26.86,-94.27,3.78
16.37,56.42,-42.84,-26.86,-94.27,3.78
16.37,56.42,-42.84,-26.86,-94.27,3.78
16.37,56.42,-42.84,-26.86,-94.27,3.78
16.82,56.72,-42.68,-26.83,-94.76,3.75
16.82,56.72,-42.68,-26.83,-94.76,3.75
16.82,56.72,-42.68,-26.83,-94.76,3.75
16.82,56.72,-42.68,-26.83,-94.76,3.75
17.31,57.02,-42.56,-26.80,-95.29,3.71
17.31,57.02,-42.56,-26.80,-95.29,3.71
17.31,57.02,-42.56,-26.80,-95.29,3.71
17.31,57.02,-42.56,-26.80,-95.29,3.71
17.75,57.27,-42.46,-26.79,-95.76,3.67
17.75,57.27,-42.46,-26.79,-95.76,3.67
17.75,57.27,-42.46,-26.79,-95.76,3.67
17.75,57.27,-42.46,-26.79,-95.76,3.67
18.06,57.45,-42.40,-26.78,-96.09,3.64
18.06,57.45,-42.40,-26.78,-96.09,3.64
18.06,57.45,-42.40,-26.78,-96.09,3.64
18.06,57.45,-42.40,-26.78,-96.09,3.64
18.21,57.53,-42.38,-26.78,-96.24,3.63
18.21,57.53,-42.38,-26.78,-96.24,3.63
18.21,57.53,-42.38,-26.78,-96.24,3.63
18.21,57.53,-42.38,-26.78,-96.24,3.63
18.41,57.63,-42.28,-26.74,-96.44,3.63
18.41,57.63,-42.28,-26.74,-96.44,3.63
18.41,57.63,-42.28,-26.74,-96.44,3.63
18.41,57.63,-42.28,-26.74,-96.44,3.63
19.10,57.82,-42.21,-26.69,-97.02,3.59
19.10,57.82,-42.21,-26.69,-97.02,3.59
19.10,57.82,-42.21,-26.69,-97.02,3.59
19.10,57.82,-42.21,-26.69,-97.02,3.59
19.92,57.96,-42.21,-26.65,-97.65,3.55
19.92,57.96,-42.21,-26.65,-97.65,3.55
19.92,57.96,-42.21,-26.65,-97.65,3.55
19.92,57.96,-42.21,-26.65,-97.65,3.55
20.70,58.06,-42.24,-26.63,-98.22,3.51
20.70,58.06,-42.24,-26.63,-98.22,3.51
20.70,58.06,-42.24,-26.63,-98.22,3.51
20.70,58.06,-42.24,-26.63,-98.22,3.51
21.30,58.14,-42.27,-26.61,-98.66,3.48
21.30,58.14,-42.27,-26.61,-98.66,3.48
21.30,58.14,-42.27,-26.61,-98.66,3.48
21.30,58.14,-42.27,-26.61,-98.66,3.48
21.64,58.20,-42.28,-26.60,-98.90,3.46
21.64,58.20,-42.28,-26.60,-98.90,3.46
21.64,58.20,-42.28,-26.60,-98.90,3.46
21.64,58.20,-42.28,-26.60,-98.90,3.46
21.50,58.31,-42.15,-26.57,-98.91,3.47
21.50,58.31,-42.15,-26.57,-98.91,3.47
21.50,58.31,-42.15,-26.57,-98.91,3.47
21.50,58.31,-42.15,-26.57,-98.91,3.47
21.85,58.63,-41.97,-26.52,-99.35,3.45
21.85,58.63,-41.97,-26.52,-99.35,3.45
21.85,58.63,-41.97,-26.52,-99.35,3.45
21.85,58.63,-41.97,-26.52,-99.35,3.45
22.20,58.96,-41.81,-26.48,-99.80,3.43
22.20,58.96,-41.81,-26.48,-99.80,3.43
22.20,58.96,-41.81,-26.48,-99.80,3.43
22.20,58.96,-41.81,-26.48,-99.80,3.43
22.56,59.31,-41.68,-26.46,-100.25,3.41
22.56,59.31,-41.68,-26.46,-100.25,3.41
22.56,59.31,-41.68,-26.46,-100.25,3.41
22.56,59.31,-41.68,-26.46,-100.25,3.41
22.90,59.65,-41.57,-26.44,-100.68,3.38
22.90,59.65,-41.57,-26.44,-100.68,3.38
22.90,59.65,-41.57,-26.44,-100.68,3.38
22.90,59.65,-41.57,-26.44,-100.68,3.38
23.21,59.98,-41.49,-26.44,-101.09,3.36
23.21,59.98,-41.49,-26.44,-101.09,3.36
23.21,59.98,-41.49,-26.44,-101.09,3.36
23.21,59.98,-41.49,-26.44,-101.09,3.36
22.94,59.69,-41.55,-26.44,-100.73,3.38
22.94,59.69,-41.55,-26.44,-100.73,3.38
22.94,59.69,-41.55,-26.44,-100.73,3.38
22.94,59.69,-41.55,-26.44,-100.73,3.38
23.44,59.95,-41.40,-26.38,-101.19,3.37
23.44,59.95,-41.40,-26.38,-101.19,3.37
23.44,59.95,-41.40,-26.38,-101.19,3.37
23.44,59.95,-41.40,-26.38,-101.19,3.37
24.17,60.23,-41.30,-26.35,-101.74,3.35
24.17,60.23,-41.30,-26.35,-101.74,3.35
24.17,60.23,-41.30,-26.35,-101.74,3.35
24.17,60.23,-41.30,-26.35,-101.74,3.35
24.96,60.49,-41.23,-26.32,-102.30,3.32
24.96,60.49,-41.23,-26.32,-102.30,3.32
24.96,60.49,-41.23,-26.32,-102.30,3.32
24.96,60.49,-41.23,-26.32,-102.30,3.32
25.68,60.71,-41.20,-26.30,-102.79,3.30
25.68,60.71,-41.20,-26.30,-102.79,3.30
25.68,60.71,-41.20,-26.30,-102.79,3.30
25.68,60.71,-41.20,-26.30,-102.79,3.30
26.16,60.87,-41.18,-26.30,-103.11,3.28
26.16,60.87,-41.18,-26.30,-103.11,3.28
26.16,60.87,-41.18,-26.30,-103.11,3.28
26.16,60.87,-41.18,-26.30,-103.11,3.28
26.32,60.93,-41.18,-26.30,-103.22,3.27
26.32,60.93,-41.18,-26.30,-103.22,3.27
26.32,60.93,-41.18,-26.30,-103.22,3.27
26.32,60.93,-41.18,-26.30,-103.22,3.27
26.45,61.08,-41.04,-26.25,-103.42,3.28
26.45,61.08,-41.04,-26.25,-103.42,3.28
26.45,61.08,-41.04,-26.25,-103.42,3.28
26.45,61.08,-41.04,-26.25,-103.42,3.28
27.01,61.38,-40.91,-26.22,-103.88,3.26
27.01,61.38,-40.91,-26.22,-103.88,3.26
27.01,61.38,-40.91,-26.22,-103.88,3.26
27.01,61.38,-40.91,-26.22,-103.88,3.26
27.01,61.38,-40.91,-26.22,-103.88,3.26
27.67,61.69,-40.80,-26.19,-104.38,3.24
27.67,61.69,-40.80,-26.19,-104.38,3.24
27.67,61.69,-40.80,-26.19,-104.38,3.24
28.30,61.98,-40.73,-26.18,-104.83,3.22
28.30,61.98,-40.73,-26.18,-104.83,3.22
28.30,61.98,-40.73,-26.18,-104.83,3.22
28.30,61.98,-40.73,-26.18,-104.83,3.22
28.30,61.98,-40.73,-26.18,-104.83,3.22
28.77,62.19,-40.68,-26.17,-105.16,3.20
28.77,62.19,-40.68,-26.17,-105.16,3.20
28.77,62.19,-40.68,-26.17,-105.16,3.20
28.96,62.29,-40.66,-26.17,-105.30,3.20
28.96,62.29,-40.66,-26.17,-105.30,3.20
28.96,62.29,-40.66,-26.17,-105.30,3.20
28.96,62.29,-40.66,-26.17,-105.30,3.20
29.00,62.31,-40.60,-26.14,-105.41,3.20
29.00,62.31,-40.60,-26.14,-105.41,3.20
29.00,62.31,-40.60,-26.14,-105.41,3.20
29.00,62.31,-40.60,-26.14,-105.41,3.20
29.51,62.34,-40.64,-26.13,-105.81,3.19
29.51,62.34,-40.64,-26.13,-105.81,3.19
29.51,62.34,-40.64,-26.13,-105.81,3.19
29.51,62.34,-40.64,-26.13,-105.81,3.19
30.12,62.29,-40.77,-26.14,-106.23,3.18
30.12,62.29,-40.77,-26.14,-106.23,3.18
30.12,62.29,-40.77,-26.14,-106.23,3.18
30.12,62.29,-40.77,-26.14,-106.23,3.18
30.72,62.22,-40.93,-26.16,-106.62,3.16
30.72,62.22,-40.93,-26.16,-106.62,3.16
30.72,62.22,-40.93,-26.16,-106.62,3.16
30.72,62.22,-40.93,-26.16,-106.62,3.16
31.18,62.15,-41.06,-26.18,-106.92,3.14
31.18,62.15,-41.06,-26.18,-106.92,3.14
31.18,62.15,-41.06,-26.18,-106.92,3.14
31.18,62.15,-41.06,-26.18,-106.92,3.14
31.18,62.15,-41.06,-26.18,-106.92,3.14
31.43,62.14,-41.13,-26.19,-107.08,3.13
31.43,62.14,-41.13,-26.19,-107.08,3.13
31.43,62.14,-41.13,-26.19,-107.08,3.13
31.43,62.14,-41.13,-26.19,-107.08,3.13
31.22,62.21,-41.02,-26.16,-106.98,3.15
31.22,62.21,-41.02,-26.16,-106.98,3.15
31.22,62.21,-41.02,-26.16,-106.98,3.15
31.22,62.21,-41.02,-26.16,-106.98,3.15
31.46,62.43,-40.86,-26.12,-107.24,3.15
31.46,62.43,-40.86,-26.12,-107.24,3.15
31.46,62.43,-40.86,-26.12,-107.24,3.15
31.46,62.43,-40.86,-26.12,-107.24,3.15
31.80,62.66,-40.74,-26.09,-107.51,3.14
31.80,62.66,-40.74,-26.09,-107.51,3.14
31.80,62.66,-40.74,-26.09,-107.51,3.14
31.80,62.66,-40.74,-26.09,-107.51,3.14
32.19,62.90,-40.64,-26.08,-107.78,3.14
32.19,62.90,-40.64,-26.08,-107.78,3.14
32.19,62.90,-40.64,-26.08,-107.78,3.14
32.19,62.90,-40.64,-26.08,-107.78,3.14
32.60,63.14,-40.57,-26.07,-108.05,3.12
32.60,63.14,-40.57,-26.07,-108.05,3.12
32.60,63.14,-40.57,-26.07,-108.05,3.12
32.60,63.14,-40.57,-26.07,-108.05,3.12
33.00,63.37,-40.52,-26.07,-108.30,3.11
33.00,63.37,-40.52,-26.07,-108.30,3.11
33.00,63.37,-40.52,-26.07,-108.30,3.11
33.00,63.37,-40.52,-26.07,-108.30,3.11
32.63,63.18,-40.54,-26.06,-108.09,3.13
32.63,63.18,-40.54,-26.06,-108.09,3.13
32.63,63.18,-40.54,-26.06,-108.09,3.13
32.63,63.18,-40.54,-26.06,-108.09,3.13
32.81,63.39,-40.39,-26.02,-108.32,3.13
32.81,63.39,-40.39,-26.02,-108.32,3.13
32.81,63.39,-40.39,-26.02,-108.32,3.13
32.81,63.39,-40.39,-26.02,-108.32,3.13
33.07,63.61,-40.27,-26.00,-108.56,3.13
33.07,63.61,-40.27,-26.00,-108.56,3.13
33.07,63.61,-40.27,-26.00,-108.56,3.13
33.07,63.61,-40.27,-26.00,-108.56,3.13
33.38,63.85,-40.17,-25.99,-108.81,3.12
33.38,63.85,-40.17,-25.99,-108.81,3.12
33.38,63.85,-40.17,-25.99,-108.81,3.12
33.38,63.85,-40.17,-25.99,-108.81,3.12
33.71,64.09,-40.10,-25.98,-109.05,3.11
33.71,64.09,-40.10,-25.98,-109.05,3.11
33.71,64.09,-40.10,-25.98,-109.05,3.11
33.71,64.09,-40.10,-25.98,-109.05,3.11
34.02,64.33,-40.04,-25.99,-109.28,3.10
34.02,64.33,-40.04,-25.99,-109.28,3.10
34.02,64.33,-40.04,-25.99,-109.28,3.10
34.02,64.33,-40.04,-25.99,-109.28,3.10
34.05,64.35,-40.04,-25.99,-109.30,3.10
34.05,64.35,-40.04,-25.99,-109.30,3.10
34.05,64.35,-40.04,-25.99,-109.30,3.10
34.05,64.35,-40.04,-25.99,-109.30,3.10
34.16,64.48,-39.89,-25.95,-109.48,3.11
34.16,64.48,-39.89,-25.95,-109.48,3.11
34.16,64.48,-39.89,-25.95,-109.48,3.11
34.16,64.48,-39.89,-25.95,-109.48,3.11
34.43,64.61,-39.71,-25.93,-109.76,3.11
34.43,64.61,-39.71,-25.93,-109.76,3.11
34.43,64.61,-39.71,-25.93,-109.76,3.11
34.43,64.61,-39.71,-25.93,-109.76,3.11
34.75,64.73,-39.55,-25.93,-110.06,3.10
34.75,64.73,-39.55,-25.93,-110.06,3.10
34.75,64.73,-39.55,-25.93,-110.06,3.10
34.75,64.73,-39.55,-25.93,-110.06,3.10
35.05,64.82,-39.41,-25.93,-110.33,3.09
35.05,64.82,-39.41,-25.93,-110.33,3.09
35.05,64.82,-39.41,-25.93,-110.33,3.09
35.05,64.82,-39.41,-25.93,-110.33,3.09
35.24,64.89,-39.32,-25.93,-110.52,3.08
